"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
149452017,14945,2017,"OK0030900","OK0030900","","N","N",,"I","TUSHKA","TUSHKA","Tushka","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",301,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,0,0,0,0,01-JAN-08,01-FEB-08,01-JAN-09,,,,"N","ATOKA","Non-MSA","Y","Y","Y"
149462017,14946,2017,"OK0040000","OK0040000","","N","N",,"I","BEAVER","BEAVER","Beaver","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",3883,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",8,3,11,0,5,5,0,0,01-JAN-08,01-NOV-11,01-JAN-12,,,,"N","BEAVER","Non-MSA","Y","Y","Y"
149472017,14947,2017,"OK0040200","OK0040200","","N","N",,"I","BEAVER","BEAVER","Beaver","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1429,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,0,0,0,0,01-JAN-08,01-JAN-11,01-MAR-11,,,,"N","BEAVER","Non-MSA","Y","Y","Y"
149482017,14948,2017,"OK0050000","OK0050000","","N","N",,"I","BECKHAM","BECKHAM","Beckham","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",4746,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",14,10,24,1,15,16,0,0,01-JAN-08,01-MAY-11,01-JUL-11,,,,"N","BECKHAM","Non-MSA","Y","Y","Y"
149492017,14949,2017,"OK0050100","OK0050100","","N","N",,"I","ELK CITY","ELK CITY","Elk City","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",12057,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",22,0,22,2,9,11,0,0,01-JAN-08,01-JUN-11,01-AUG-11,,,,"N","BECKHAM","Non-MSA","Y","Y","Y"
149502017,14950,2017,"OK0050200","OK0050200","","N","N",,"I","ERICK","ERICK","Erick","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1034,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,0,0,0,0,01-JAN-08,01-JAN-17,01-JUL-17,,,,"N","BECKHAM","Non-MSA","Y","Y","Y"
149512017,14951,2017,"OK0050300","OK0050300","","N","N",,"I","SAYRE","SAYRE","Sayre","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",4644,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",7,0,7,0,5,5,0,0,01-JAN-08,01-DEC-11,01-FEB-12,,,,"N","BECKHAM","Non-MSA","Y","Y","Y"
149522017,14952,2017,"OK0060000","OK0060000","","N","N",,"I","BLAINE","BLAINE","Blaine","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",4694,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",8,0,8,1,0,1,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","BLAINE","Non-MSA","Y","Y","Y"
149532017,14953,2017,"OK0060100","OK0060100","","N","N",,"I","WATONGA","WATONGA","Watonga","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",2931,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",7,1,8,0,1,1,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","BLAINE","Non-MSA","Y","Y","Y"
149552017,14955,2017,"OK0060500","OK0060500","","N","N",,"I","GEARY","GEARY","Geary","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1286,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",5,3,8,0,3,3,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","CANADIAN; BLAINE","Oklahoma City, OK","Y","Y","Y"
149582017,14958,2017,"OK0070000","OK0070000","","N","N",,"I","BRYAN","BRYAN","Bryan","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",22868,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",13,3,16,0,0,0,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","BRYAN","Non-MSA","Y","Y","Y"
149602017,14960,2017,"OK0070200","OK0070200","","N","N",,"I","ACHILLE","ACHILLE","Achille","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",521,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,1,1,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","BRYAN","Non-MSA","Y","Y","Y"
149622017,14962,2017,"OK0070900","OK0070900","","N","N",,"I","CADDO","CADDO","Caddo","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1070,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,0,0,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","BRYAN","Non-MSA","Y","Y","Y"
149632017,14963,2017,"OK0071000","OK0071000","","N","N",,"I","CALERA","CALERA","Calera","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",2295,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",10,1,11,0,1,1,0,0,01-JAN-08,01-NOV-17,01-MAR-11,,,,"N","BRYAN","Non-MSA","Y","Y","Y"
149642017,14964,2017,"OK0071300","OK0071300","","N","N",,"I","COLBERT","COLBERT","Colbert","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1207,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",1,0,1,0,1,1,0,0,01-JAN-08,01-NOV-10,01-MAR-11,,,,"N","BRYAN","Non-MSA","Y","Y","Y"
149662017,14966,2017,"OK0072600","OK0072600","","N","N",,"I","SOUTHEASTERN OK ST UNIV","SOUTHEASTERN OK ST UNIV","Southeastern Oklahoma State University","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","University or College",0,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,1,1,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","BRYAN","Non-MSA","Y","Y","Y"
149672017,14967,2017,"OK0080000","OK0080000","","N","N",,"I","CADDO","CADDO","Caddo","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",13302,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",17,10,27,0,8,8,0,0,01-JAN-08,01-AUG-16,01-NOV-16,,,,"N","CADDO","Non-MSA","Y","Y","Y"
149682017,14968,2017,"OK0080100","OK0080100","","N","N",,"I","ANADARKO","ANADARKO","Anadarko","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",6756,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",14,1,15,3,3,6,0,0,01-JAN-08,01-FEB-12,01-MAY-12,,,,"N","CADDO","Non-MSA","Y","Y","Y"
149692017,14969,2017,"OK0080400","OK0080400","","N","N",,"I","APACHE","APACHE","Apache","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1439,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,0,0,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","CADDO","Non-MSA","Y","Y","Y"
149702017,14970,2017,"OK0080800","OK0080800","","N","N",,"I","CARNEGIE","CARNEGIE","Carnegie","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1711,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,4,8,0,1,1,0,0,01-JAN-08,01-JAN-12,01-MAR-12,,,,"N","CADDO","Non-MSA","Y","Y","Y"
149722017,14972,2017,"OK0081500","OK0081500","","N","N",,"I","HINTON","HINTON","Hinton","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",3273,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",5,0,5,0,0,0,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","CADDO","Non-MSA","Y","Y","Y"
149732017,14973,2017,"OK0081600","OK0081600","","N","N",,"I","HYDRO","HYDRO","Hydro","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",959,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,0,0,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","BLAINE; CADDO","Non-MSA","Y","Y","Y"
149742017,14974,2017,"OK0090000","OK0090000","","N","N",,"I","CANADIAN","CANADIAN","Canadian","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",6434,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","Y",58,24,82,5,16,21,0,0,01-JAN-08,01-JUL-11,01-SEP-11,,,,"N","CANADIAN","Oklahoma City, OK","Y","Y","Y"
149762017,14976,2017,"OK0090200","OK0090200","","N","N",,"I","YUKON","YUKON","Yukon","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",26971,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",43,5,48,3,12,15,0,0,01-JAN-08,01-JAN-10,01-NOV-10,,,,"N","CANADIAN","Oklahoma City, OK","Y","Y","Y"
149792017,14979,2017,"OK0090600","OK0090600","","N","N",,"I","PIEDMONT","PIEDMONT","Piedmont","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",7738,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",8,1,9,1,2,3,0,0,01-JAN-08,01-SEP-11,01-NOV-11,,,,"N","KINGFISHER; CANADIAN","Oklahoma City, OK","Y","Y","Y"
149802017,14980,2017,"OK0090800","OK0090800","","N","N",,"I","UNION CITY","UNION CITY","Union City","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",2053,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",8,0,8,0,0,0,0,0,01-JAN-08,01-JAN-15,01-SEP-15,,,,"N","CANADIAN","Oklahoma City, OK","Y","Y","Y"
149812017,14981,2017,"OK0100000","OK0100000","","N","N",,"I","CARTER","CARTER","Carter","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",12225,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",18,18,36,1,17,18,0,0,01-JAN-08,01-FEB-15,01-JUN-15,,,,"N","CARTER","Non-MSA","Y","Y","Y"
149832017,14983,2017,"OK0101000","OK0101000","","N","N",,"I","HEALDTON","HEALDTON","Healdton","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",2757,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",2,0,2,2,1,3,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","CARTER","Non-MSA","Y","Y","Y"
149842017,14984,2017,"OK0101100","OK0101100","","N","N",,"I","LONE GROVE","LONE GROVE","Lone Grove","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",5252,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",6,1,7,1,2,3,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","CARTER","Non-MSA","Y","Y","Y"
149852017,14985,2017,"OK0101700","OK0101700","","N","N",,"I","WILSON","WILSON","Wilson","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1721,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,0,0,0,0,01-JAN-08,01-AUG-15,01-DEC-15,,,,"N","CARTER","Non-MSA","Y","Y","Y"
149862017,14986,2017,"OK0110000","OK0110000","","N","N",,"I","CHEROKEE","CHEROKEE","Cherokee","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",31167,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",14,"8B","Non-MSA counties from 25,000 thru 99,999","8","Non-MSA Counties","N",3,"R","Y",23,1,24,1,8,9,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","CHEROKEE","Non-MSA","Y","Y","Y"
149872017,14987,2017,"OK0110100","OK0110100","","N","N",,"I","TAHLEQUAH","TAHLEQUAH","Tahlequah","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",16905,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",35,3,38,1,6,7,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","CHEROKEE","Non-MSA","Y","Y","Y"
149882017,14988,2017,"OK0110500","OK0110500","","N","N",,"I","HULBERT","HULBERT","Hulbert","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",607,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,0,0,0,0,01-JAN-08,01-FEB-08,01-JAN-09,,,,"N","CHEROKEE","Non-MSA","Y","Y","Y"
149892017,14989,2017,"OK0111000","OK0111000","","N","N",,"I","NE ST UNIV: TAHLEQUAH","NE ST UNIV: TAHLEQUAH","Northeastern State University:","Tahlequah","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","University or College",0,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",12,1,13,3,3,6,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","CHEROKEE","Non-MSA","Y","Y","Y"
149912017,14991,2017,"OK0120000","OK0120000","","N","N",,"S","CHOCTAW","CHOCTAW","Choctaw","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",8052,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",7,4,11,0,7,7,0,0,01-JAN-08,,,,,,"N","CHOCTAW","Non-MSA","Y","Y","Y"
149922017,14992,2017,"OK0120100","OK0120100","","N","N",,"I","HUGO","HUGO","Hugo","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",5205,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",14,0,14,2,0,2,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","CHOCTAW","Non-MSA","Y","Y","Y"
149932017,14993,2017,"OK0120300","OK0120300","","N","N",,"I","BOSWELL","BOSWELL","Boswell","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",688,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",1,0,1,0,0,0,0,0,01-JAN-08,01-NOV-08,01-APR-17,,,,"N","CHOCTAW","Non-MSA","Y","Y","Y"
149942017,14994,2017,"OK0120500","OK0120500","","N","N",,"I","FORT TOWSON","FORT TOWSON","Fort Towson","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",491,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",,,,,,,0,0,01-JAN-08,01-OCT-17,01-JAN-18,,,,"N","CHOCTAW","Non-MSA","Y","Y","Y"
149952017,14995,2017,"OK0121500","OK0121500","","N","N",,"I","SAWYER","SAWYER","Sawyer","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",312,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,0,0,0,0,01-JAN-08,01-DEC-09,01-APR-10,,,,"N","CHOCTAW","Non-MSA","Y","Y","Y"
149962017,14996,2017,"OK0130000","OK0130000","","N","N",,"I","CIMARRON","CIMARRON","Cimarron","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",1031,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",4,0,4,0,5,5,0,0,01-JAN-08,01-MAY-08,01-JAN-09,,,,"N","CIMARRON","Non-MSA","Y","Y","Y"
