"DATA_YEAR","SUSPECTED_DRUG_TYPE_ID","PROPERTY_ID","EST_DRUG_QTY","DRUG_MEASURE_TYPE_ID","NIBRS_SUSPECTED_DRUG_ID"
2017,12,99636054,1,1,8431753
2017,12,99636668,1,9,8431831
2017,5,99637669,1,1,8432007
2017,17,99637836,1,9,8432049
2017,12,99638149,1,1,8432097
2017,5,98606026,1,4,8295786
2017,12,98606026,2,1,8295785
2017,12,98606263,1,1,8295816
2017,12,98607747,1,1,8296089
2017,5,98609644,2,1,8296354
2017,5,98613224,1,3,8296811
2017,12,98613439,1,1,8296854
2017,12,98614308,0,1,8296948
2017,17,98614927,1,9,8297048
2017,5,98615398,1,11,8297104
2017,5,98616355,8,1,8297181
2017,17,98617007,2,9,8297212
2017,8,98617897,3,9,8297319
2017,5,98618613,1,2,8297379
2017,17,98618712,1,9,8297389
2017,5,98619746,14,1,8297507
2017,8,98621463,1,1,8297764
2017,12,98621502,1,1,8297767
2017,5,98622838,1,1,8297916
2017,5,98622853,2,1,8297922
2017,5,98623112,1,1,8297970
2017,17,98623177,4,9,8297997
2017,12,98624592,1,11,8298161
2017,4,98630722,1,11,8298813
2017,5,98636778,0,1,8299593
2017,5,98636887,1,11,8299629
2017,5,98637100,0,1,8299671
2017,12,98637250,0,1,8299712
2017,5,98605679,1,1,8295730
2017,16,98605679,9,9,8295729
2017,5,98606901,1,11,8295955
2017,5,98609783,1,1,8296379
2017,17,98612046,28,9,8296618
2017,12,98613238,0,8,8296821
2017,12,98616154,0,1,8297168
2017,5,98618309,1,11,8297350
2017,12,98621100,1,1,8297725
2017,5,98621164,1,1,8297731
2017,5,98626255,8,1,8298357
2017,12,98627718,0,1,8298512
2017,17,98603626,1,11,8295392
2017,5,98603750,5,1,8295407
2017,12,98604925,1,1,8295586
2017,12,98605579,1,11,8295716
2017,17,98605623,1,9,8295720
2017,5,98606471,8,1,8295849
2017,5,98608672,3,9,8296206
2017,17,98609000,16,9,8296277
2017,17,98610124,1,9,8296411
2017,5,98612041,1,1,8296616
2017,5,98616244,1,11,8297175
2017,12,98620472,0,1,8297630
2017,12,98623559,1,9,8298053
2017,5,98625828,1,11,8298282
2017,12,98628889,1,1,8298628
2017,5,99892332,1,1,8473102
2017,12,98630309,1,1,8298786
2017,5,98631095,3,1,8298854
2017,8,98632406,1,11,8298964
2017,5,98636763,1,1,8299583
2017,2,98636897,0,1,8299630
2017,12,98636897,1,1,8299633
2017,5,98636897,0,1,8299632
2017,5,98637223,1,11,8299698
2017,5,99892613,1,1,8473153
2017,17,99892914,7,9,8473229
2017,5,99893225,18,1,8473267
2017,5,99894148,4,1,8473377
2017,12,99894243,0,1,8473388
2017,5,99894243,0,1,8473387
2017,5,99894392,29,1,8473416
2017,5,99894537,0,1,8473432
2017,5,99894878,9,1,8473506
2017,5,99895221,1,9,8473539
2017,5,99895694,1,3,8473611
2017,5,101542539,4,1,8727456
2017,6,101546319,14,5,8728053
2017,5,101546388,4,1,8728062
2017,5,101548536,3,1,8728421
2017,5,98605047,1,1,8295619
2017,5,98605504,1,11,8295690
2017,5,98605539,1,11,8295703
2017,12,98606500,1,1,8295864
2017,5,98606500,1,3,8295862
2017,17,98616231,1,11,8297173
2017,5,98617318,1,1,8297239
2017,12,98619220,1,1,8297438
2017,16,98621259,3,9,8297739
2017,16,98621269,1,1,8297743
2017,5,98621460,1,1,8297763
2017,16,98621570,1,1,8297773
2017,16,98621827,1,9,8297802
2017,5,98621827,2,1,8297801
2017,12,98622175,1,1,8297841
2017,5,98623125,1,11,8297976
2017,1,98625200,1,11,8298205
2017,12,98625467,1,1,8298249
2017,12,98627224,52,1,8298446
2017,12,98627926,0,1,8298531
2017,5,98628839,1,1,8298621
2017,17,98629607,1,9,8298701
2017,12,98633410,1,1,8299112
2017,5,98633410,0,1,8299114
2017,12,98633410,1,9,8299113
2017,12,98633531,0,1,8299140
2017,12,98635521,1,1,8299474
2017,5,98636936,2,4,8299643
2017,5,98637103,0,1,8299673
2017,5,98604547,1,1,8295520
2017,12,98605816,1,1,8295748
2017,5,98606023,1,1,8295784
2017,12,98606023,1,1,8295783
2017,5,98608025,0,1,8296139
2017,5,98610179,1,1,8296416
2017,5,98610411,1,1,8296432
2017,12,98611274,0,1,8296540
2017,1,98632378,0,1,8298959
2017,12,98633420,1,9,8299115
2017,8,98633420,9,9,8299116
2017,17,98633723,0,1,8299172
2017,12,98634389,3,9,8299287
2017,5,98636929,0,1,8299639
2017,5,98637106,0,1,8299679
2017,12,98250900,1,1,8244491
2017,5,98251929,5,1,8244604
2017,5,98252955,1,4,8244737
2017,8,98253045,1,9,8244770
2017,5,98253166,0,1,8244793
2017,5,98253857,1,1,8244965
2017,12,98254013,0,1,8245018
2017,12,98256403,0,1,8245719
2017,5,98256477,1,3,8245747
2017,5,98256591,1,11,8245804
2017,5,98603365,7,1,8295370
2017,16,98604478,148,9,8295512
2017,16,98604776,1,9,8295556
2017,12,98604776,0,1,8295557
2017,12,98604946,2,1,8295598
2017,12,98605672,1,11,8295727
2017,12,98606515,1,1,8295870
2017,5,98606515,1,1,8295869
2017,16,98611916,25,9,8296608
2017,12,98611916,0,1,8296607
2017,5,98612033,1,1,8296615
2017,5,98612106,1,11,8296626
2017,17,98612762,17,9,8296724
2017,12,98612762,0,1,8296725
2017,12,98614197,1,1,8296932
2017,5,98604911,58,1,8295581
2017,5,98607731,3,1,8296085
2017,5,98608031,11,1,8296141
2017,2,98608031,265,1,8296140
2017,5,98614302,1,1,8296945
2017,17,98614560,4,9,8296983
2017,12,98615254,1,1,8297084
2017,5,98616285,25,1,8297178
2017,12,98617341,1,9,8297248
2017,12,98621312,1,1,8297748
2017,16,98621494,2,9,8297765
2017,15,98621632,1,9,8297782
2017,5,98622895,0,1,8297923
2017,5,98623064,1,9,8297948
2017,5,98623099,1,11,8297964
2017,5,98623233,1,1,8298018
2017,8,98624561,1,11,8298156
2017,12,98625146,0,1,8298201
2017,14,98627658,5,9,8298506
2017,5,98627658,1,1,8298507
2017,5,98627748,23,1,8298514
2017,12,99318883,1,1,8387764
2017,12,99321281,0,1,8388193
2017,5,99322745,4,1,8388505
2017,4,99324025,5,9,8388755
2017,12,99324867,1,1,8388856
2017,5,99325965,0,1,8389120
2017,2,99325965,0,1,8389122
2017,12,99326026,2,9,8389143
2017,5,99326063,1,11,8389166
2017,5,101515787,1,1,8723554
2017,15,101518349,2,9,8723909
2017,5,101518741,0,1,8723938
2017,5,101518853,7,1,8723954
2017,7,101518945,3,9,8723975
2017,12,101520381,0,1,8724203
2017,5,101520916,23,1,8724305
2017,5,101521102,228,4,8724332
2017,12,101521173,1,11,8724345
2017,5,101522605,1,9,8724547
2017,5,101523011,1,9,8724578
2017,5,101528979,1,1,8725221
2017,17,101529069,2,1,8725231
2017,12,101529109,3,1,8725235
2017,16,99323980,1,11,8388739
2017,5,99325833,1,11,8389070
2017,12,99325948,1,2,8389116
2017,12,99326060,1,11,8389163
2017,12,99326088,0,1,8389184
2017,5,98250797,2,1,8244459
2017,12,98250797,3,1,8244460
2017,5,98251573,28,1,8244584
2017,5,98252963,0,1,8244740
2017,4,98253033,14,1,8244768
2017,12,98253119,0,1,8244781
2017,12,98253940,0,1,8244997
2017,12,98253984,3,1,8245010
2017,5,98254098,2,1,8245043
2017,5,98256242,0,3,8245626
2017,5,98256253,10,1,8245636
2017,12,98256349,1,1,8245688
2017,5,98256349,11,1,8245687
2017,5,98256382,1,1,8245708
2017,5,98256487,1,1,8245753
2017,1,98256766,1,11,8245916
2017,12,97156722,15,1,8081585
2017,12,97159463,1,1,8081947
2017,5,97164286,1,1,8082522
2017,5,97164571,3,1,8082562
2017,5,97164626,1,11,8082584
2017,5,97167581,1,1,8082906
2017,5,97167946,3,1,8082946
2017,12,97171180,0,1,8083306
2017,5,97173664,6,1,8083689
2017,5,97173767,27,1,8083697
2017,12,97174742,1,1,8083844
2017,5,97175336,9,4,8083916
2017,12,97175675,60,9,8083969
2017,5,97176026,1,1,8084036
2017,12,97176398,1,11,8084068
2017,5,97177159,40,1,8084179
2017,12,97177293,0,1,8084195
2017,5,97178587,1,2,8084389
2017,17,97179243,1,1,8084494
2017,5,97179619,1,1,8084547
2017,16,97187634,1,9,8085728
2017,12,97188606,1,1,8085918
2017,16,97188671,9,9,8085943
2017,5,97188671,14,1,8085945
2017,12,97188778,1,11,8085976
2017,5,97188999,1,11,8086051
2017,5,99892781,1,1,8473208
2017,12,99889969,1,9,8472670
2017,12,98233394,1,1,8241683
2017,12,98228896,1,9,8241201
2017,5,98230223,2,3,8241318
2017,5,98231435,2,1,8241422
2017,12,98231815,87,1,8241475
2017,5,98233165,0,1,8241648
2017,5,98234730,2,1,8241888
2017,5,98234776,9,1,8241893
2017,5,98235365,9,9,8241992
2017,12,98235365,1,9,8241990
2017,12,98235849,1,9,8242113
2017,5,98236271,3,1,8242189
2017,17,98239032,1,9,8242612
2017,17,98242697,1,9,8243159
2017,5,98242697,1,1,8243160
2017,5,98242976,6,1,8243215
2017,17,98244571,6,1,8243517
2017,12,98245118,0,1,8243610
2017,5,98246660,428,1,8243799
2017,2,98246660,4,1,8243800
2017,12,98246805,3,1,8243819
2017,5,98247104,4,1,8243855
2017,12,98247513,1,11,8243917
2017,5,99325834,0,1,8389071
2017,5,99325985,1,11,8389131
2017,5,99326068,1,1,8389167
2017,5,99326081,4,4,8389178
2017,5,99291771,95,1,8383389
2017,5,99291864,105,1,8383430
2017,5,99292394,89,1,8383545
2017,12,99292690,0,1,8383587
2017,16,99638392,3,9,8432150
2017,12,99639610,1,9,8432387
2017,5,99639741,1,1,8432421
2017,5,99639957,1,1,8432510
2017,5,99640309,1,11,8432584
2017,5,99640402,1,11,8432621
2017,12,99641024,1,11,8432767
2017,5,99641707,32,1,8432859
2017,5,99643411,9,1,8433116
2017,8,99643885,6,1,8433153
2017,5,99643894,3,1,8433155
2017,12,99643894,3,1,8433156
2017,5,99643999,30,1,8433170
2017,12,99644332,10,1,8433212
2017,12,99644333,17,1,8433211
2017,17,99644333,9,1,8433213
2017,12,99298895,0,1,8384540
2017,5,99299528,1,9,8384656
2017,5,99299769,108,1,8384688
2017,2,99299769,0,1,8384686
2017,5,99300469,1,1,8384766
2017,5,99300899,1,11,8384817
2017,2,99301189,1,1,8384842
2017,5,99644664,1,11,8433276
2017,14,99308415,2,9,8385793
2017,5,99308640,4,1,8385866
2017,15,99310421,12,9,8386095
2017,5,99311849,1,11,8386359
2017,5,99312870,0,1,8386557
2017,17,100928624,1,9,8628466
2017,2,100931076,2,1,8628993
2017,5,99891344,1,11,8472905
2017,5,99892635,1,1,8473163
2017,12,99294368,1,1,8383798
2017,5,99294368,1,1,8383799
2017,17,99294784,1,1,8383836
2017,12,99295816,0,1,8384026
2017,5,99297948,273,1,8384403
2017,17,99297948,30,9,8384404
2017,2,99297948,65,1,8384402
2017,12,99299309,1,1,8384604
2017,5,99299423,1,9,8384634
2017,12,99301278,1,9,8384857
2017,12,99301486,0,1,8384876
2017,12,99301839,0,1,8384907
2017,5,99301929,1,1,8384911
2017,5,99302294,2,1,8384966
2017,12,99302587,1,11,8385004
2017,17,99302638,46,1,8385009
2017,12,99302856,1,1,8385043
2017,5,99303091,1,11,8385078
2017,5,99303415,4,1,8385124
2017,12,99304431,2,1,8385239
2017,5,99304698,0,1,8385306
2017,12,99305185,1,11,8385358
2017,7,99305597,1,9,8385425
2017,12,99305597,0,1,8385423
2017,5,99305597,12,1,8385424
2017,5,99305968,1,11,8385483
2017,12,99306152,1,1,8385500
2017,17,99306220,1,1,8385516
2017,5,99308411,1,1,8385791
2017,5,99308417,1,1,8385795
2017,5,99308605,1,11,8385854
2017,12,99310562,1,11,8386124
2017,5,99311089,23,1,8386197
2017,17,99311108,1,1,8386201
2017,12,99311108,0,1,8386205
2017,5,99311155,7,1,8386222
2017,5,99311737,0,1,8386331
2017,5,99311939,1,11,8386381
2017,17,99312197,0,1,8386435
2017,12,99312203,1,1,8386438
2017,17,99313221,12,9,8386652
2017,9,99315017,8,9,8387020
2017,5,99315569,16,1,8387139
2017,5,99315951,3,3,8387221
2017,5,99316700,8,1,8387368
2017,5,99316731,4,1,8387377
2017,5,99317361,1,1,8387489
2017,5,99317505,1,1,8387508
2017,12,99318553,1,1,8387703
2017,17,99318718,1,9,8387739
2017,5,99319338,1,1,8387894
2017,5,99319515,1,1,8387912
2017,5,99319771,4,1,8387949
2017,5,99319983,0,3,8387983
2017,16,99320476,86,9,8388054
2017,5,99320638,0,1,8388086
2017,5,99320933,0,1,8388130
2017,5,99321246,4,1,8388179
2017,5,99321331,9,1,8388201
2017,13,99321331,3,9,8388200
2017,5,99321351,0,1,8388205
2017,5,97163822,1,1,8082455
2017,12,97163849,1,1,8082462
2017,5,97164240,1,11,8082509
2017,5,97167786,1,11,8082924
2017,5,97167983,3,1,8082960
2017,5,97168337,1,11,8083030
2017,5,97180890,10,1,8084651
2017,5,97180890,3,9,8084650
2017,5,97181397,0,1,8084773
2017,5,97183744,8,1,8085209
2017,12,97186850,1,11,8085608
2017,2,97187580,1,9,8085705
2017,5,97187793,11,1,8085750
2017,5,97188509,1,9,8085901
2017,16,97188649,9,9,8085928
2017,5,97188649,14,1,8085930
2017,5,97188819,15,4,8085980
2017,5,97188922,1,11,8086021
2017,12,99638704,0,1,8432221
2017,12,99639001,0,1,8432291
2017,5,99639720,3,1,8432415
2017,5,99641855,3,1,8432891
2017,17,99642187,1,9,8432938
2017,8,99643395,1,9,8433115
2017,5,99643631,6,1,8433137
2017,5,99643889,1,1,8433154
2017,12,99644945,0,1,8433319
2017,5,99645775,3,1,8433427
2017,16,99646603,1,9,8433568
2017,17,99646603,5,9,8433567
2017,12,102258461,0,1,8846075
2017,17,99886722,2,1,8471748
2017,5,102260434,1,1,8846403
2017,12,99886900,1,11,8471795
2017,12,98624562,1,11,8298158
2017,5,98626855,1,1,8298408
2017,5,98627913,1,11,8298528
2017,5,98628010,1,11,8298547
2017,12,98628922,2,1,8298635
2017,5,98629604,17,1,8298698
2017,17,98629718,2,9,8298733
2017,5,98636756,1,1,8299579
2017,5,98636796,20,1,8299608
2017,16,98636796,5,9,8299606
2017,12,98636935,2,1,8299641
2017,12,98637243,10,1,8299711
2017,5,98232933,1,1,8241630
2017,16,98233158,6,9,8241646
2017,5,98233514,30,1,8241703
2017,12,98235094,1,1,8241943
2017,5,98236048,1,1,8242162
2017,5,98236147,2,1,8242180
2017,5,98237080,1,11,8242340
2017,5,98237254,2,1,8242360
2017,17,98237780,1,9,8242432
2017,5,98240553,10,1,8242872
2017,5,98243049,1,1,8243229
2017,17,98243049,1,9,8243227
2017,5,98244288,1,1,8243406
2017,5,98245854,1,1,8243715
2017,16,98249015,3,9,8244086
2017,5,98249137,2,3,8244106
2017,12,98250676,1,1,8244440
2017,17,98251404,1,9,8244561
2017,5,98251549,2,1,8244572
2017,5,98252590,1,11,8244664
2017,12,98253066,0,1,8244774
2017,5,98254154,24,1,8245056
2017,12,99325968,1,3,8389123
2017,5,99326039,8,3,8389155
2017,5,99326071,1,1,8389170
2017,12,99645899,1,11,8433443
2017,5,99646276,20,4,8433511
2017,5,99646391,1,1,8433534
2017,12,99646603,1,1,8433569
2017,12,99647114,0,1,8433625
2017,17,99648001,6,9,8433752
2017,17,99648703,1,2,8433857
2017,12,99648839,0,1,8433883
2017,12,99648850,0,1,8433884
2017,12,99649385,4,1,8433994
2017,5,99649413,1,1,8433998
2017,17,99649619,1,9,8434028
2017,12,98237262,1,1,8242363
2017,8,98238407,12,9,8242530
2017,5,98239791,2,1,8242749
2017,5,98239844,1,1,8242756
2017,12,98240992,1,1,8242930
2017,12,98241857,2,9,8243032
2017,5,98242077,1,1,8243057
2017,5,98242487,1,1,8243118
2017,12,98242904,1,1,8243207
2017,12,98243147,16,1,8243248
2017,16,98243174,1,1,8243254
2017,17,98244351,1,1,8243418
2017,5,98244371,1,1,8243433
2017,5,98244565,1,1,8243516
2017,12,98245054,1,1,8243589
2017,17,98245351,6,9,8243641
2017,5,98245351,29,3,8243642
2017,12,98245389,0,1,8243648
2017,5,98245721,1,11,8243690
2017,5,98246417,1,11,8243782
2017,2,98246883,4,1,8243828
2017,5,98246883,401,1,8243827
2017,12,98247512,4,9,8243916
2017,12,98249797,2,1,8244244
2017,5,98251202,1,3,8244536
2017,5,98251565,0,3,8244579
2017,5,98253939,0,1,8244996
2017,12,98254027,510,1,8245021
2017,2,98254027,0,1,8245023
2017,16,98254959,0,3,8245259
2017,5,98255212,2,1,8245325
2017,5,98255583,1,1,8245407
2017,5,98256213,8,1,8245610
2017,5,98256338,0,1,8245681
2017,16,98256372,2,9,8245701
2017,5,98256372,3,1,8245703
2017,5,98256484,1,4,8245751
2017,5,98256615,0,1,8245828
2017,5,99630098,1,10,8431011
2017,17,99630108,1,11,8431016
2017,17,99630229,2,1,8431025
2017,17,99632947,1,11,8431372
2017,12,99634369,7,1,8431521
2017,5,99638421,1,1,8432158
2017,5,99639548,2,1,8432374
2017,2,99639654,1,11,8432392
2017,2,99639695,7,1,8432404
2017,5,99639790,1,1,8432438
2017,8,99639790,1,9,8432441
2017,5,99639941,0,1,8432501
2017,5,99639995,2,1,8432530
2017,12,99640700,0,1,8432693
2017,5,99640892,1,11,8432741
2017,15,99641630,1,11,8432844
2017,17,99641775,1,1,8432872
2017,17,99642212,1,9,8432946
2017,5,99643738,1,1,8433143
2017,17,99644723,2,9,8433296
2017,12,99644979,0,1,8433323
2017,17,99645527,1,9,8433388
2017,12,99645527,1,9,8433390
2017,12,99645567,4,1,8433396
2017,5,97135454,1,11,8078799
2017,5,97136117,10,1,8078862
2017,12,97137209,0,1,8079012
2017,12,97140395,3,1,8079465
2017,16,97140668,99,9,8079519
2017,5,97152775,1,3,8081105
2017,5,97156738,1,1,8081587
2017,17,97160248,2,1,8082031
2017,5,97161399,21,1,8082155
2017,17,97161399,1,9,8082154
2017,12,97161950,1,1,8082215
2017,12,97163092,1,11,8082370
2017,12,97163375,1,9,8082405
2017,5,97163823,1,1,8082456
2017,5,97165978,1,1,8082787
2017,5,97168892,3,1,8083053
2017,5,97175886,45,1,8084011
2017,12,97178148,0,1,8084332
2017,5,97181097,44,1,8084660
2017,12,97187948,0,1,8085783
2017,5,97188182,1,1,8085816
2017,5,97188461,0,1,8085880
2017,5,97188853,1,11,8085989
2017,16,97188946,0,1,8086030
2017,5,98232760,1,11,8241606
2017,12,98237086,1,1,8242342
2017,12,98237361,1,1,8242380
2017,5,98239363,1,3,8242671
2017,12,98242235,1,11,8243080
2017,5,98242462,1,1,8243103
2017,5,98242650,2,1,8243154
2017,17,98242650,1,1,8243153
2017,5,98244256,3,1,8243400
2017,5,98244359,0,1,8243424
2017,2,98244562,2,9,8243512
2017,1,98244562,1,9,8243513
2017,5,98245798,1,11,8243704
2017,5,98245824,0,1,8243707
2017,12,98247389,0,1,8243895
2017,5,98248593,4,1,8244035
2017,12,98248926,1,1,8244076
2017,8,98249044,10,9,8244092
2017,5,98249614,8,1,8244177
2017,12,98249823,64,1,8244253
2017,5,98250798,2,1,8244461
2017,5,98251584,0,1,8244587
2017,12,98252200,1,9,8244626
2017,12,98252617,1,1,8244665
2017,5,98253176,3,1,8244796
2017,8,98253176,7,9,8244795
2017,2,98253835,0,1,8244960
2017,4,98253915,0,9,8244988
2017,14,98253915,0,9,8244987
2017,7,98254036,4,9,8245028
2017,12,98255044,5,1,8245284
2017,5,98256278,1,1,8245648
2017,5,98256302,0,1,8245664
2017,2,98256302,0,1,8245662
2017,12,98256402,1,1,8245718
2017,5,98256516,25,4,8245771
2017,5,98256616,0,1,8245827
2017,16,99627074,17,9,8430661
2017,5,99627074,2,1,8430664
2017,12,99627137,1,1,8430675
2017,17,97170884,12,9,8083242
2017,5,97175221,20,1,8083904
2017,17,97175887,1,3,8084013
2017,12,97177149,1,1,8084178
2017,5,97177361,19,1,8084206
2017,12,97188476,10,1,8085890
2017,2,97188476,10,1,8085892
2017,12,97188539,0,1,8085907
2017,12,97188878,6,1,8085999
2017,12,99621387,1,11,8429784
2017,12,99622568,1,1,8429924
2017,5,99622831,1,1,8429963
2017,5,99622988,1,1,8429977
2017,12,99623070,0,1,8429984
2017,5,99623489,1,9,8430035
2017,5,99623909,1,9,8430107
2017,5,99624106,1,1,8430136
2017,5,99627073,1,11,8430662
2017,8,99627094,1,11,8430670
2017,5,99627390,1,1,8430720
2017,12,99628345,0,1,8430862
2017,5,99629116,0,1,8430944
2017,12,99629146,4,1,8430952
2017,5,99630106,4,1,8431015
2017,5,99630320,12,1,8431035
2017,15,99632784,1,9,8431353
2017,12,99632958,1,1,8431373
2017,5,99633576,1,1,8431446
2017,17,99634213,1,9,8431505
2017,5,99634381,4,1,8431523
2017,5,99636566,1,1,8431805
2017,12,99637885,1,9,8432062
2017,12,99638279,0,1,8432126
2017,5,99639563,0,1,8432378
2017,5,99639675,1,1,8432400
2017,5,99639722,1,1,8432416
2017,5,97135325,1,1,8078788
2017,5,97136060,1,1,8078854
2017,12,97139195,1,1,8079284
2017,5,97153036,1,9,8081130
2017,5,97153625,1,11,8081190
2017,17,97153775,1,9,8081204
2017,12,97154507,0,9,8081294
2017,12,97154541,30,1,8081311
2017,12,97157213,1,1,8081633
2017,12,97159458,2,1,8081945
2017,17,97161555,9,1,8082171
2017,12,97161947,1,9,8082213
2017,12,97162549,3,1,8082290
2017,12,97164279,1,1,8082519
2017,5,97164834,1,1,8082618
2017,5,97164945,0,1,8082643
2017,5,97167849,7,1,8082928
2017,17,97174689,1,1,8083830
2017,5,97178212,0,1,8084337
2017,17,97179112,1,1,8084472
2017,17,97179344,1,9,8084509
2017,5,97188475,5,1,8085891
2017,12,97188677,1,1,8085949
2017,5,97136064,2,1,8078857
2017,5,97136144,1,1,8078865
2017,9,97136770,23,1,8078942
2017,12,97140165,2,9,8079425
2017,12,97151771,1,1,8081028
2017,5,97151771,0,1,8081027
2017,5,97152458,1,9,8081072
2017,17,97153878,6,9,8081213
2017,17,97155610,1,9,8081471
2017,17,97157316,3,1,8081649
2017,12,97158389,2,1,8081820
2017,12,97159477,1,1,8081950
2017,5,97160645,1,11,8082067
2017,5,97161967,1,1,8082222
2017,8,97161967,7,1,8082221
2017,12,97162072,4,1,8082236
2017,5,97163994,1,11,8082479
2017,12,97165751,1,1,8082766
2017,5,97167949,1,1,8082948
2017,5,97168316,1,11,8083029
2017,5,97170030,1,1,8083191
2017,12,97170030,1,1,8083189
2017,17,97177335,12,9,8084204
2017,5,97186794,1,11,8085599
2017,5,97188653,10,4,8085933
2017,5,97188872,1,11,8085997
2017,12,97188959,1,4,8086037
2017,12,98228756,1,11,8241196
2017,5,98229702,1,1,8241288
2017,12,98229702,2,1,8241287
2017,12,98231497,1,1,8241442
2017,5,98231506,7,3,8241444
2017,5,98235449,4,3,8242007
2017,5,98235644,1,11,8242046
2017,17,98238418,1,9,8242533
2017,16,98240059,1,1,8242786
2017,12,98242512,1,1,8243129
2017,16,98243593,1,9,8243295
2017,5,98244580,1,1,8243521
2017,12,98245049,0,1,8243586
2017,12,98245081,1,1,8243598
2017,5,98245376,0,3,8243645
2017,17,98247326,1,11,8243883
2017,16,98248467,2,9,8244008
2017,5,98249634,5,4,8244185
2017,17,98249634,1,9,8244183
2017,5,98251339,1,11,8244554
2017,12,98255569,1,9,8245397
2017,2,98256182,0,1,8245595
2017,5,98256291,2,1,8245654
2017,12,98256356,1,1,8245695
2017,4,98256389,36,1,8245711
2017,12,98256559,1,1,8245790
2017,12,98256617,24,1,8245829
2017,12,101515872,2,9,8723568
2017,12,101517927,0,1,8723864
2017,5,101518119,2,1,8723894
2017,5,101519728,1,3,8724092
2017,5,101520508,1,1,8724225
2017,5,101520875,5,1,8724294
2017,5,101521359,1,11,8724380
2017,12,101521629,3,1,8724446
2017,5,101522623,1,9,8724548
2017,12,99621827,1,1,8429839
2017,5,99623676,5,10,8430072
2017,5,98607959,3,1,8296123
2017,12,98610462,0,1,8296442
2017,12,98614837,1,9,8297040
2017,17,98615340,1,9,8297093
2017,5,98615470,2,1,8297107
2017,5,98616363,5,1,8297185
2017,16,98616363,40,9,8297182
2017,12,98616363,0,1,8297184
2017,12,98618777,1,9,8297393
2017,12,98619212,1,1,8297437
2017,5,98619629,1,11,8297482
2017,5,98623150,74,1,8297982
2017,5,98623238,1,1,8298020
2017,17,98623714,2,1,8298063
2017,17,98624074,3,1,8298104
2017,5,98624352,6,1,8298136
2017,12,98625815,1,11,8298278
2017,8,98626143,7,1,8298341
2017,12,98626812,3,1,8298401
2017,5,98628957,1,3,8298639
2017,5,98632503,1,1,8298977
2017,5,98633522,7,1,8299135
2017,4,98634024,17,1,8299225
2017,12,98634586,4,1,8299325
2017,5,99291710,1,1,8383381
2017,5,99291789,1,1,8383395
2017,5,99291793,0,1,8383397
2017,17,99291803,2,9,8383401
2017,5,99291818,1,11,8383411
2017,5,99291842,1,1,8383422
2017,5,99292454,1,1,8383555
2017,5,99292680,0,1,8383586
2017,5,99293065,0,1,8383615
2017,12,99295128,1,1,8383892
2017,12,99295621,1,11,8383956
2017,5,99295633,1,11,8383958
2017,17,99900389,1,11,8474399
2017,17,99900684,1,9,8474444
2017,12,99902414,2,9,8474688
2017,5,99626947,1,11,8430646
2017,12,99629045,1,1,8430942
2017,12,99629194,9,1,8430959
2017,4,99629618,0,1,8430986
2017,5,99630552,1,1,8431057
2017,12,99631140,1,1,8431125
2017,12,99631350,1,1,8431160
2017,5,99632825,4,1,8431356
2017,5,99633169,1,11,8431391
2017,12,99633188,1,11,8431395
2017,17,99633431,111,9,8431428
2017,5,99636053,1,1,8431754
2017,5,99637493,2,1,8431975
2017,17,99638318,1,11,8432131
2017,5,99641463,3,1,8432828
2017,5,99641505,1,11,8432835
2017,5,99641608,1,11,8432841
2017,5,99641762,3,1,8432869
2017,5,99642408,4,1,8432971
2017,5,99642779,1,1,8433033
2017,12,99645204,0,1,8433345
2017,12,99644712,0,1,8433293
2017,17,99644712,0,1,8433294
2017,5,99645204,1,10,8433344
2017,5,98603791,67,1,8295425
2017,5,98603837,1,2,8295430
2017,5,98604058,2,1,8295445
2017,5,98604942,20,1,8295597
2017,17,98604942,1,9,8295595
2017,12,98605016,1,1,8295614
2017,12,98605255,50,1,8295651
2017,5,98607927,2,1,8296111
2017,12,98607927,4,1,8296112
2017,12,98608962,1,9,8296272
2017,5,98608962,3,1,8296271
2017,5,98609428,39,1,8296329
2017,12,98609688,3,1,8296362
2017,17,98610450,4,9,8296438
2017,5,99646272,1,1,8433510
2017,5,98611178,1,9,8296528
2017,5,98611863,12,1,8296605
2017,5,98612609,4,1,8296706
2017,7,98613476,10,9,8296859
2017,12,98613682,1,11,8296889
2017,5,98614699,12,3,8297015
2017,17,98615355,1,9,8297097
2017,5,98616928,11,1,8297208
2017,5,99646303,1,9,8433518
2017,17,98617644,1,9,8297284
2017,12,98617644,40,1,8297286
2017,5,98618914,4,9,8297405
2017,5,99646345,1,1,8433526
2017,12,98622055,1,1,8297829
2017,12,98622544,3,9,8297877
2017,16,98622978,1,5,8297931
2017,5,98623086,1,11,8297958
2017,5,99646418,1,9,8433538
2017,5,99646419,1,1,8433539
2017,12,98623983,1,1,8298088
2017,5,98626459,0,1,8298375
2017,5,98626614,4,1,8298384
2017,5,98627940,1,1,8298535
2017,12,99649259,0,1,8433950
2017,5,98629832,3,1,8298749
2017,5,98631228,1,1,8298869
2017,8,98632807,2,9,8299015
2017,16,98632473,58,9,8298973
2017,16,98632473,0,1,8298972
2017,17,98632473,3,9,8298971
2017,5,98634538,1,1,8299319
2017,5,98637114,60,4,8299682
2017,5,98635978,5,1,8299515
2017,5,98637081,1,3,8299659
2017,12,99647016,1,1,8433619
